squareFeet,bathrooms,bedrooms,full_url,url,price,price_noformat,saleDate,address,full_address,image,returned_address,latitude,longitude,accuracy
2100,2.1,5,http://auctions.buildingdetroit.org/Listing/Details/697085/17190-Santa-Barbara,/Listing/Details/697085/17190-Santa-Barbara,"$2,800 ",2800,8/21/2014,17190 Santa Barbara,"17190 Santa Barbara, Detroit, MI",Content/listingImages/20140814/cfa087ae-7a2f-43d6-b276-02153fb60c3e_thumbcrop.jpg,"17190 Santa Barbara Drive, Detroit, MI 48221, USA",42.418468,-83.148354,9
2100,2,4,http://auctions.buildingdetroit.org/Listing/Details/872351/600608-Yorkshire,/Listing/Details/872351/600608-Yorkshire,"$2,000 ",2000,10/25/2014,6006-08 Yorkshire,"6006-08 Yorkshire, Detroit, MI",Content/listingImages/20141010/d64e1528-b5d5-4647-a15e-6bfd5464dbff_thumbcrop.jpg,"6006 Yorkshire Road, Detroit, MI 48224, USA",42.412491,-82.939334,8
2100,2,3,http://auctions.buildingdetroit.org/Listing/Details/874814/5312-Newport,/Listing/Details/874814/5312-Newport,"$1,000 ",1000,10/20/2014,5312 Newport,"5312 Newport, Detroit, MI",Content/listingImages/20141003/53f16364-f6ce-4d97-9745-c9fbc0499901_thumbcrop.jpg,"5312 Newport Street, Detroit, MI 48213, USA",42.397965,-82.962652,9
2100,2,5,http://auctions.buildingdetroit.org/Listing/Details/809731/7042-Thatcher,/Listing/Details/809731/7042-Thatcher,"$15,600 ",15600,10/2/2014,7042 Thatcher,"7042 Thatcher, Detroit, MI",Content/listingImages/20140910/eb57574f-4dde-4b5c-a596-6cc925d0c3ae_thumbcrop.jpg,"7042 Thatcher Street, Detroit, MI 48221, USA",42.42281,-83.142987,9
2100,2,3,http://auctions.buildingdetroit.org/Listing/Details/788450/5312-Newport,/Listing/Details/788450/5312-Newport,"$1,000 ",1000,9/29/2014,5312 Newport,"5312 Newport, Detroit, MI",Content/listingImages/20140910/3fc064f1-701a-4256-9c40-f0c5530b28e3_thumbcrop.jpg,"5312 Newport Street, Detroit, MI 48213, USA",42.397965,-82.962652,9
2100,2,6,http://auctions.buildingdetroit.org/Listing/Details/668005/4322-Waverly,/Listing/Details/668005/4322-Waverly,"$1,000 ",1000,8/16/2014,4322 Waverly,"4322 Waverly, Detroit, MI",Content/listingImages/20140802/2a2eb13e-0acb-49b5-9c99-71e8cda48447_thumbcrop.jpg,"4322 Waverly Street, Detroit, MI 48238, USA",42.386778,-83.137122,9
2000,2,4,http://auctions.buildingdetroit.org/Listing/Details/532534/7087-W-Lafayette,/Listing/Details/532534/7087-W-Lafayette,"$13,100 ",13100,7/9/2014,7087 W. Lafayette,"7087 W. Lafayette, Detroit, MI",Content/listingImages/20140626/57ca81f8-89d0-4bd3-89b2-cbef785d77f5_thumbcrop.jpg,"7087 West Lafayette Boulevard, Detroit, MI 48209, USA",42.310067,-83.101145,8
2000,2,3,http://auctions.buildingdetroit.org/Listing/Details/815250/5782-Lakewood,/Listing/Details/815250/5782-Lakewood,"$1,000 ",1000,9/30/2014,5782 Lakewood,"5782 Lakewood, Detroit, MI",Content/listingImages/20140917/1b924f6f-79dc-4be7-9972-266ff6e1eac5_thumbcrop.jpg,"5782 Lakewood Street, Detroit, MI 48213, USA",42.40118,-82.963574,9
2000,2,3,http://auctions.buildingdetroit.org/Listing/Details/575044/1613-Edison,/Listing/Details/575044/1613-Edison,"$11,000 ",11000,8/1/2014,1613 Edison,"1613 Edison, Detroit, MI",Content/listingImages/20140710/67297033-63ef-4a0a-86d9-8f73d7ff0d99_thumbcrop.jpg,"1613 Edison Street, Detroit, MI 48206, USA",42.378817,-83.097798,9
2000,2,4,http://auctions.buildingdetroit.org/Listing/Details/530356/15887-Turner,/Listing/Details/530356/15887-Turner,"$1,500 ",1500,7/7/2014,15887 Turner,"15887 Turner, Detroit, MI",Content/listingImages/20140626/fde736c9-120a-497d-b4b1-b4313f5dcbb5_thumbcrop.jpg,"15887 Turner Street, Detroit, MI 48238, USA",42.408757,-83.148795,9
2000,2,4,http://auctions.buildingdetroit.org/Listing/Details/412631/18070-Strasburg,/Listing/Details/412631/18070-Strasburg,"$6,700 ",6700,6/2/2014,18070 Strasburg,"18070 Strasburg, Detroit, MI",Content/listingImages/20140523/788e8547-9140-4b96-8c59-84431ebabcdd_thumbcrop.jpg,"18070 Strasburg Street, Detroit, MI 48205, USA",42.428455,-82.997763,9
2000,1.1,4,http://auctions.buildingdetroit.org/Listing/Details/736148/188-Lenox,/Listing/Details/736148/188-Lenox,"$18,100 ",18100,9/16/2014,188 Lenox,"188 Lenox, Detroit, MI",Content/listingImages/20140822/d912b79d-13b2-4ed0-9a51-1cbe0e46f188_thumbcrop.jpg,"188 Lenox Street, Detroit, MI 48215, USA",42.357977,-82.942759,9
2000,1.1,4,http://auctions.buildingdetroit.org/Listing/Details/602978/16530-Ohio,/Listing/Details/602978/16530-Ohio,"$52,100 ",52100,7/26/2014,16530 Ohio,"16530 Ohio, Detroit, MI",Content/listingImages/20140715/1c91ff2c-6e78-4568-880a-775db6244d83_thumbcrop.jpg,"16530 Ohio Street, Detroit, MI 48221, USA",42.412693,-83.15536,9
2000,1,4,http://auctions.buildingdetroit.org/Listing/Details/961390/4447-28th-Street,/Listing/Details/961390/4447-28th-Street,"$1,000 ",1000,11/24/2014,4447 28th Street,"4447 28th Street, Detroit, MI",Content/listingImages/20141104/299432bf-c364-4ef1-8f3d-97800162b109_thumbcrop.jpg,"4447 28th Street, Detroit, MI 48210, USA",42.337755,-83.10995,9
2000,1,4,http://auctions.buildingdetroit.org/Listing/Details/506227/3951-Three-Mile,/Listing/Details/506227/3951-Three-Mile,"$3,000 ",3000,6/29/2014,3951 Three Mile,"3951 Three Mile, Detroit, MI",Content/listingImages/20140618/a44705c0-802d-4e5c-aea9-3524129e607a_thumbcrop.jpg,"3951 3 Mile Drive, Detroit, MI 48224, USA",42.394758,-82.935264,9
2000,1,4,http://auctions.buildingdetroit.org/Listing/Details/434430/3951-Three-Mile,/Listing/Details/434430/3951-Three-Mile,"$3,300 ",3300,6/12/2014,3951 Three Mile,"3951 Three Mile, Detroit, MI",Content/listingImages/20140527/7f7b2209-460a-4cd5-b60f-5940421ad97a_thumbcrop.jpg,"3951 3 Mile Drive, Detroit, MI 48224, USA",42.394758,-82.935264,9
1900,2.1,4,http://auctions.buildingdetroit.org/Listing/Details/490313/16591-Bentler,/Listing/Details/490313/16591-Bentler,"$15,100 ",15100,6/18/2014,16591 Bentler,"16591 Bentler, Detroit, MI",Content/listingImages/20140612/320ead50-e8ba-4f88-add7-b31d08354092_thumbcrop.jpg,"16591 Bentler Street, Detroit, MI 48219, USA",42.410816,-83.252672,9
1900,2.1,3,http://auctions.buildingdetroit.org/Listing/Details/433141/4177-Audubon,/Listing/Details/433141/4177-Audubon,"$39,100 ",39100,6/10/2014,4177 Audubon,"4177 Audubon, Detroit, MI",Content/listingImages/20140527/b2c5c35c-3c8e-4db1-bd1b-098ee88123ea_thumbcrop.jpg,"4177 Audubon Road, Detroit, MI 48224, USA",42.397041,-82.934195,9
1900,2.1,3,http://auctions.buildingdetroit.org/Listing/Details/399347/2000-Atkinson,/Listing/Details/399347/2000-Atkinson,"$23,200 ",23200,6/3/2014,2000 Atkinson,"2000 Atkinson, Detroit, MI",Content/listingImages/20140523/b24e12cc-eb31-4b1a-aec6-007d3166eb49_thumbcrop.jpg,"2000 Atkinson Street, Detroit, MI 48206, USA",42.376829,-83.101961,9
1900,1.1,4,http://auctions.buildingdetroit.org/Listing/Details/687994/2974-Collingwood,/Listing/Details/687994/2974-Collingwood,"$1,000 ",1000,8/26/2014,2974 Collingwood,"2974 Collingwood, Detroit, MI",Content/listingImages/20140814/3378f328-b910-4428-8cc6-5e403cfcb7d5_thumbcrop.jpg,"2974 Collingwood Street, Detroit, MI 48206, USA",42.379108,-83.117637,9
1900,1,3,http://auctions.buildingdetroit.org/Listing/Details/808263/18005-Wisconsin,/Listing/Details/808263/18005-Wisconsin,"$11,100 ",11100,10/3/2014,18005 Wisconsin,"18005 Wisconsin, Detroit, MI",Content/listingImages/20140910/b29117ab-8c42-4543-932b-202998d63586_thumbcrop.jpg,"18005 Wisconsin Street, Detroit, MI 48221, USA",42.422532,-83.157502,9
1800,2.1,5,http://auctions.buildingdetroit.org/Listing/Details/398852/1508-Atkinson,/Listing/Details/398852/1508-Atkinson,"$10,100 ",10100,6/2/2014,1508 Atkinson,"1508 Atkinson, Detroit, MI",Content/listingImages/20140523/275a0be0-9044-4f65-bb3e-49af2afc0ef8_thumbcrop.jpg,"1508 Atkinson Street, Detroit, MI 48206, USA",42.378909,-83.096212,9
1800,2,3,http://auctions.buildingdetroit.org/Listing/Details/607871/16531-Cherrylawn,/Listing/Details/607871/16531-Cherrylawn,"$16,600 ",16600,7/27/2014,16531 Cherrylawn,"16531 Cherrylawn, Detroit, MI",Content/listingImages/20140715/3dd91f16-af3d-4d43-9ddb-edda96b30500_thumbcrop.jpg,"16531 Cherrylawn Street, Detroit, MI 48221, USA",42.412691,-83.154845,9
1700,2,4,http://auctions.buildingdetroit.org/Listing/Details/875875/1312228-Frankfort,/Listing/Details/875875/1312228-Frankfort,"$1,000 ",1000,10/19/2014,13122-28 Frankfort,"13122-28 Frankfort, Detroit, MI",Content/listingImages/20141003/c348fd77-de10-4a49-a6aa-0976a650e4ff_thumbcrop.jpg,"13122 Frankfort Street, Detroit, MI 48213, USA",42.394367,-82.96624,9
1700,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/959615/3837-28th-Street,/Listing/Details/959615/3837-28th-Street,"$1,000 ",1000,11/25/2014,3837 28th Street,"3837 28th Street, Detroit, MI",Content/listingImages/20141104/731ba97e-08cc-48c5-b778-e89bf34060c7_thumbcrop.jpg,"3837 28th Street, Detroit, MI 48210, USA",42.333695,-83.10659,9
1700,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/901695/16177-Roselawn,/Listing/Details/901695/16177-Roselawn,"$1,000 ",1000,11/8/2014,16177 Roselawn,"16177 Roselawn, Detroit, MI",Content/listingImages/20141015/0d8c4830-531a-4fd1-bde3-6f26a2e51c39_thumbcrop.jpg,"16177 Roselawn Street, Detroit, MI 48221, USA",42.410936,-83.152419,9
1700,1,3,http://auctions.buildingdetroit.org/Listing/Details/903006/16161-Roselawn,/Listing/Details/903006/16161-Roselawn,"$6,400 ",6400,11/10/2014,16161 Roselawn,"16161 Roselawn, Detroit, MI",Content/listingImages/20141015/19a5da17-5dfe-4f31-b89a-e4613e880b54_thumbcrop.jpg,"16161 Roselawn Street, Detroit, MI 48221, USA",42.410743,-83.152414,9
1700,1,3,http://auctions.buildingdetroit.org/Listing/Details/872685/8553-Ward,/Listing/Details/872685/8553-Ward,"$10,800 ",10800,10/29/2014,8553 Ward,"8553 Ward, Detroit, MI",Content/listingImages/20141003/2a7153a5-992c-4279-afb4-dbc6581039d5_thumbcrop.jpg,"8553 Ward Avenue, Detroit, MI 48228, USA",42.357123,-83.172821,9
1700,1,3,http://auctions.buildingdetroit.org/Listing/Details/404861/2480-Atkinson,/Listing/Details/404861/2480-Atkinson,"$19,400 ",19400,6/8/2014,2480 Atkinson,"2480 Atkinson, Detroit, MI",Content/listingImages/20140512/c6af0553-f478-489c-a397-d96d89c3dcd5_thumbcrop.jpg,"2480 Atkinson Street, Detroit, MI 48206, USA",42.374679,-83.10772,9
1600,2.5,3,http://auctions.buildingdetroit.org/Listing/Details/913138/17335-San-Juan,/Listing/Details/913138/17335-San-Juan,"$10,500 ",10500,11/7/2014,17335 San Juan,"17335 San Juan, Detroit, MI",Content/listingImages/20141015/5564ddaa-665c-4ccd-a629-43af759a9e5c_thumbcrop.jpg,"17335 San Juan Drive, Detroit, MI 48221, USA",42.419517,-83.146616,9
1600,2,3,http://auctions.buildingdetroit.org/Listing/Details/442861/5958-Yorkshire,/Listing/Details/442861/5958-Yorkshire,"$7,100 ",7100,6/10/2014,5958 Yorkshire,"5958 Yorkshire, Detroit, MI",Content/listingImages/20140527/63195edc-0331-4af4-80ac-bdfed32783e3_thumbcrop.jpg,"5958 Yorkshire Road, Detroit, MI 48224, USA",42.411859,-82.938919,8
1600,2,3,http://auctions.buildingdetroit.org/Listing/Details/900510/16169-Northlawn,/Listing/Details/900510/16169-Northlawn,"$6,000 ",6000,11/5/2014,16169 Northlawn,"16169 Northlawn, Detroit, MI",Content/listingImages/20141015/af3155a8-35b1-4000-ac45-32e9cfdbebea_thumbcrop.jpg,"16169 Northlawn Street, Detroit, MI 48221, USA",42.41082,-83.153617,9
1600,2,3,http://auctions.buildingdetroit.org/Listing/Details/433052/4405-Somerset,/Listing/Details/433052/4405-Somerset,"$1,000 ",1000,6/6/2014,4405 Somerset,"4405 Somerset, Detroit, MI",Content/listingImages/20140527/16921e33-510c-45d3-9b81-f650cc939a57_thumbcrop.jpg,"4405 Somerset Avenue, Detroit, MI 48224, USA",42.395802,-82.945664,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/888227/5109-Kensington,/Listing/Details/888227/5109-Kensington,"$12,100 ",12100,11/1/2014,5109 Kensington,"5109 Kensington, Detroit, MI",Content/listingImages/20141008/ea9db40f-f879-45f9-8757-33a8ae648bdf_thumbcrop.jpg,"5109 Kensington Avenue, Detroit, MI 48224, USA",42.405405,-82.93646,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/871432/4884-Yorkshire,/Listing/Details/871432/4884-Yorkshire,"$1,400 ",1400,10/29/2014,4884 Yorkshire,"4884 Yorkshire, Detroit, MI",Content/listingImages/20141003/15b09058-ca6f-49ab-8b21-5fe538df089e_thumbcrop.jpg,"4884 Yorkshire Road, Detroit, MI 48224, USA",42.404036,-82.933317,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/459217/4884-Yorkshire,/Listing/Details/459217/4884-Yorkshire,"$16,000 ",16000,6/21/2014,4884 Yorkshire,"4884 Yorkshire, Detroit, MI",Content/listingImages/20140527/c2ab6709-38e4-46b3-b1e0-913be9bcf37e_thumbcrop.jpg,"4884 Yorkshire Road, Detroit, MI 48224, USA",42.404036,-82.933317,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/495784/3501-Devonshire,/Listing/Details/495784/3501-Devonshire,"$1,000 ",1000,6/21/2014,3501 Devonshire,"3501 Devonshire, Detroit, MI",Content/listingImages/20140612/6a023b45-2a56-4fea-aff8-e6830fa68cc6_thumbcrop.jpg,"3501 Devonshire Road, Detroit, MI 48224, USA",42.391373,-82.935454,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/458343/5500-Kensington,/Listing/Details/458343/5500-Kensington,"$22,100 ",22100,6/20/2014,5500 Kensington,"5500 Kensington, Detroit, MI",Content/listingImages/20140527/42c9b663-5ddd-46d6-ae23-3b9d355830bc_thumbcrop.jpg,"5500 Kensington Avenue, Detroit, MI 48224, USA",42.407636,-82.937046,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/336697/3501-Devonshire,/Listing/Details/336697/3501-Devonshire,"$10,200 ",10200,5/23/2014,3501 Devonshire,"3501 Devonshire, Detroit, MI",Content/listingImages/20140413/37d3030a-9e65-4e27-b7b5-cb7616a5e7d2_thumbcrop.jpg,"3501 Devonshire Road, Detroit, MI 48224, USA",42.391373,-82.935454,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/340982/5500-Kensington,/Listing/Details/340982/5500-Kensington,"$27,300 ",27300,5/14/2014,5500 Kensington,"5500 Kensington, Detroit, MI",Content/listingImages/20140413/176abc0a-784d-43a3-8157-e4b7892eb24b_thumbcrop.jpg,"5500 Kensington Avenue, Detroit, MI 48224, USA",42.407636,-82.937046,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/338684/5109-Kensington,/Listing/Details/338684/5109-Kensington,"$35,800 ",35800,5/13/2014,5109 Kensington,"5109 Kensington, Detroit, MI",Content/listingImages/20140413/63d53c0a-b704-4501-a2bd-aa1405917d1e_thumbcrop.jpg,"5109 Kensington Avenue, Detroit, MI 48224, USA",42.405405,-82.93646,9
1600,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/331607/4884-Yorkshire,/Listing/Details/331607/4884-Yorkshire,"$15,100 ",15100,5/12/2014,4884 Yorkshire,"4884 Yorkshire, Detroit, MI",Content/listingImages/20140410/2ec9a5b8-19d1-4ed9-8eb1-f24b4accbd91_thumbcrop.jpg,"4884 Yorkshire Road, Detroit, MI 48224, USA",42.404036,-82.933317,9
1600,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/806898/18631-Roselawn,/Listing/Details/806898/18631-Roselawn,"$19,300 ",19300,10/6/2014,18631 Roselawn,"18631 Roselawn, Detroit, MI",Content/listingImages/20140910/4751b60d-f38e-4273-993a-fb05a3ba75ee_thumbcrop.jpg,"18631 Roselawn Street, Detroit, MI 48221, USA",42.428329,-83.153233,9
1600,1.1,4,http://auctions.buildingdetroit.org/Listing/Details/439480/9971-Balfour,/Listing/Details/439480/9971-Balfour,"$16,700 ",16700,6/15/2014,9971 Balfour,"9971 Balfour, Detroit, MI",Content/listingImages/20140527/8fa323c5-8c26-4747-b3cc-c0b953e7e595_thumbcrop.jpg,"9971 Balfour Road, Detroit, MI 48224, USA",42.413476,-82.949861,9
1600,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/440329/4819-Yorkshire,/Listing/Details/440329/4819-Yorkshire,"$44,900 ",44900,6/9/2014,4819 Yorkshire,"4819 Yorkshire, Detroit, MI",Content/listingImages/20140527/70a189fd-ab03-4b56-a08c-47da28dabcc2_thumbcrop.jpg,"4819 Yorkshire Road, Detroit, MI 48224, USA",42.403014,-82.9334,9
1600,1,3,http://auctions.buildingdetroit.org/Listing/Details/760697/2228-Collingwood,/Listing/Details/760697/2228-Collingwood,"$1,000 ",1000,9/21/2014,2228 Collingwood,"2228 Collingwood, Detroit, MI",Content/listingImages/20140828/e45a79a5-409e-451f-8bff-288e070ba3aa_thumbcrop.jpg,"2228 Collingwood Street, Detroit, MI 48206, USA",42.382453,-83.108547,9
1600,1,3,http://auctions.buildingdetroit.org/Listing/Details/678734/3289-Glendale,/Listing/Details/678734/3289-Glendale,"$1,000 ",1000,9/2/2014,3289 Glendale,"3289 Glendale, Detroit, MI",Content/listingImages/20140814/7422c9a7-f898-438e-9cf1-a2c5572a8270_thumbcrop.jpg,"3289 Glendale Avenue, Detroit, MI 48238, USA",42.387326,-83.126804,9
1600,1,4,http://auctions.buildingdetroit.org/Listing/Details/679165/3275-Collingwood,/Listing/Details/679165/3275-Collingwood,"$1,100 ",1100,9/2/2014,3275 Collingwood,"3275 Collingwood, Detroit, MI",Content/listingImages/20140814/1380b4c7-b8d9-4588-960f-5264b081ff45_thumbcrop.jpg,"3275 Collingwood Street, Detroit, MI 48206, USA",42.377644,-83.119998,9
1600,1,4,http://auctions.buildingdetroit.org/Listing/Details/694763/2745-Collingwood,/Listing/Details/694763/2745-Collingwood,"$1,000 ",1000,8/24/2014,2745 Collingwood,"2745 Collingwood, Detroit, MI",Content/listingImages/20140814/353ad475-dcbe-40cb-9c91-6c37611c1043_thumbcrop.jpg,"2745 Collingwood Street, Detroit, MI 48206, USA",42.379286,-83.1156,9
1600,1,3,http://auctions.buildingdetroit.org/Listing/Details/680441/2228-Collingwood,/Listing/Details/680441/2228-Collingwood,"$1,000 ",1000,8/21/2014,2228 Collingwood,"2228 Collingwood, Detroit, MI",Content/listingImages/20140814/4283a449-3e69-4288-b8ea-97f1028d7888_thumbcrop.jpg,"2228 Collingwood Street, Detroit, MI 48206, USA",42.382453,-83.108547,9
1600,1,3,http://auctions.buildingdetroit.org/Listing/Details/404166/2460-Atkinson,/Listing/Details/404166/2460-Atkinson,"$10,100 ",10100,6/4/2014,2460 Atkinson,"2460 Atkinson, Detroit, MI",Content/listingImages/20140512/c99a5e0d-de86-4382-902a-d4a6eb239267_thumbcrop.jpg,"2460 Atkinson Street, Detroit, MI 48206, USA",42.37481,-83.107374,9
1500,2,4,http://auctions.buildingdetroit.org/Listing/Details/795205/5216-Marlborough,/Listing/Details/795205/5216-Marlborough,"$1,000 ",1000,10/5/2014,5216 Marlborough,"5216 Marlborough, Detroit, MI",Content/listingImages/20140910/a586aaf5-891c-4985-a489-1c30e2bebd43_thumbcrop.jpg,"5216 Marlborough Street, Detroit, MI 48224, USA",42.397983,-82.958479,9
1500,2,4,http://auctions.buildingdetroit.org/Listing/Details/783362/5573-Lenox,/Listing/Details/783362/5573-Lenox,"$1,000 ",1000,10/1/2014,5573 Lenox,"5573 Lenox, Detroit, MI",Content/listingImages/20140909/259335ee-f28a-4efc-95d5-9e2009d4c4b2_thumbcrop.jpg,"5573 Lenox Street, Detroit, MI 48213, USA",42.397018,-82.969083,9
1500,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/857203/5205-Yorkshire,/Listing/Details/857203/5205-Yorkshire,"$6,100 ",6100,10/31/2014,5205 Yorkshire,"5205 Yorkshire, Detroit, MI",Content/listingImages/20141010/9936db73-00a3-44ed-a67d-a6a71e79b88b_thumbcrop.jpg,"5205 Yorkshire Road, Detroit, MI 48224, USA",42.406168,-82.935514,9
1500,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/889313/4335-Bishop,/Listing/Details/889313/4335-Bishop,"$9,100 ",9100,10/26/2014,4335 Bishop,"4335 Bishop, Detroit, MI",Content/listingImages/20141009/5a1f1de4-c5ff-44ad-ad98-81cf815fbf9e_thumbcrop.jpg,"4335 Bishop Street, Detroit, MI 48224, USA",42.400448,-82.930467,9
1500,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/339399/5266-Grayton,/Listing/Details/339399/5266-Grayton,"$26,900 ",26900,5/15/2014,5266 Grayton,"5266 Grayton, Detroit, MI",Content/listingImages/20140413/9763a518-b067-4f00-8867-c64b1b5ad264_thumbcrop.jpg,"5266 Grayton Street, Detroit, MI 48224, USA",42.407958,-82.933309,9
1500,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/332463/4335-Bishop,/Listing/Details/332463/4335-Bishop,"$30,100 ",30100,5/6/2014,4335 Bishop,"4335 Bishop, Detroit, MI",Content/listingImages/20140410/b2054201-406d-4c4d-a717-56bdaba1fcf3_thumbcrop.jpg,"4335 Bishop Street, Detroit, MI 48224, USA",42.400448,-82.930467,9
1500,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/892765/3611-Three-Mile,/Listing/Details/892765/3611-Three-Mile,"$1,000 ",1000,10/22/2014,3611 Three Mile,"3611 Three Mile, Detroit, MI",Content/listingImages/20141013/9c6580ba-0d2c-4e77-81a3-810b570f2e3c_thumbcrop.jpg,"3611 3 Mile Drive, Detroit, MI 48224, USA",42.392637,-82.93387,9
1500,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/695650/2744-Burlingame,/Listing/Details/695650/2744-Burlingame,"$1,000 ",1000,8/23/2014,2744 Burlingame,"2744 Burlingame, Detroit, MI",Content/listingImages/20140814/eba7dad9-f43e-40cf-aaa0-e4c7b3c3675f_thumbcrop.jpg,"2744 Burlingame Street, Detroit, MI 48206, USA",42.381325,-83.117086,9
1500,1.1,4,http://auctions.buildingdetroit.org/Listing/Details/503187/845-Lakewood,/Listing/Details/503187/845-Lakewood,"$15,500 ",15500,6/27/2014,845 Lakewood,"845 Lakewood, Detroit, MI",Content/listingImages/20140618/6c28db2e-88f7-474a-a99b-bddc4a9ed204_thumbcrop.jpg,"845 Lakewood Street, Detroit, MI 48215, USA",42.371096,-82.945241,9
1500,1,3,http://auctions.buildingdetroit.org/Listing/Details/962467/8381-Carlin,/Listing/Details/962467/8381-Carlin,"$5,100 ",5100,11/21/2014,8381 Carlin,"8381 Carlin, Detroit, MI",Content/listingImages/20141104/8b3c2c67-dcf0-4391-a6fe-d6a04503d395_thumbcrop.jpg,"8381 Carlin Street, Detroit, MI 48228, USA",42.356202,-83.178808,9
1500,1,3,http://auctions.buildingdetroit.org/Listing/Details/914688/17334-Santa-Rosa,/Listing/Details/914688/17334-Santa-Rosa,"$38,600 ",38600,11/11/2014,17334 Santa Rosa,"17334 Santa Rosa, Detroit, MI",Content/listingImages/20141015/84df85e7-e327-48b0-8c14-92feeb993dca_thumbcrop.jpg,"17334 Santa Rosa Drive, Detroit, MI 48221, USA",42.419493,-83.142709,9
1500,1,3,http://auctions.buildingdetroit.org/Listing/Details/870288/8381-Carlin,/Listing/Details/870288/8381-Carlin,"$1,000 ",1000,10/28/2014,8381 Carlin,"8381 Carlin, Detroit, MI",Content/listingImages/20141003/a948f0e2-033e-47ae-bd49-f9418430a7d7_thumbcrop.jpg,"8381 Carlin Street, Detroit, MI 48228, USA",42.356202,-83.178808,9
1500,1,4,http://auctions.buildingdetroit.org/Listing/Details/789662/5059-Newport,/Listing/Details/789662/5059-Newport,"$1,000 ",1000,10/5/2014,5059 Newport,"5059 Newport, Detroit, MI",Content/listingImages/20140910/a4a83324-229d-4617-b1c9-b1779bb3cb44_thumbcrop.jpg,"5059 Newport Street, Detroit, MI 48213, USA",42.395345,-82.961958,9
1500,1,2,http://auctions.buildingdetroit.org/Listing/Details/763929/1950-Collingwood,/Listing/Details/763929/1950-Collingwood,"$1,000 ",1000,9/23/2014,1950 Collingwood,"1950 Collingwood, Detroit, MI",Content/listingImages/20140828/d4569b2f-e857-47f9-9b91-bfc4dac4e185_thumbcrop.jpg,"1950 Collingwood Street, Detroit, MI 48206, USA",42.383564,-83.105543,9
1500,1,4,http://auctions.buildingdetroit.org/Listing/Details/734833/326-Newport,/Listing/Details/734833/326-Newport,"$1,000 ",1000,9/13/2014,326 Newport,"326 Newport, Detroit, MI",Content/listingImages/20140822/2e6d5eff-81ad-4361-9fb5-cecdff8de7ba_thumbcrop.jpg,"326 Newport Street, Detroit, MI 48215, USA",42.362813,-82.940398,9
1500,1,2,http://auctions.buildingdetroit.org/Listing/Details/694794/1950-Collingwood,/Listing/Details/694794/1950-Collingwood,"$1,000 ",1000,8/20/2014,1950 Collingwood,"1950 Collingwood, Detroit, MI",Content/listingImages/20140814/d166ecb2-632e-47a2-a9f3-0c7d8f76d9d7_thumbcrop.jpg,"1950 Collingwood Street, Detroit, MI 48206, USA",42.383564,-83.105543,9
1500,1,3,http://auctions.buildingdetroit.org/Listing/Details/633248/3964-Yorkshire,/Listing/Details/633248/3964-Yorkshire,"$18,500 ",18500,8/8/2014,3964 Yorkshire,"3964 Yorkshire, Detroit, MI",Content/listingImages/20140725/18976727-31c5-4c44-a1c8-b9c2c0db1c59_thumbcrop.jpg,"3964 Yorkshire Road, Detroit, MI 48224, USA",42.397513,-82.929009,9
1400,2,3,http://auctions.buildingdetroit.org/Listing/Details/896003/16247-Wisconsin,/Listing/Details/896003/16247-Wisconsin,"$1,000 ",1000,11/7/2014,16247 Wisconsin,"16247 Wisconsin, Detroit, MI",Content/listingImages/20141015/37435695-c0db-4ab7-8869-e10c881da874_thumbcrop.jpg,"16247 Wisconsin Street, Detroit, MI 48221, USA",42.41185,-83.157018,9
1400,2,4,http://auctions.buildingdetroit.org/Listing/Details/836861/6869-Forrer,/Listing/Details/836861/6869-Forrer,"$1,600 ",1600,10/14/2014,6869 Forrer,"6869 Forrer, Detroit, MI",Content/listingImages/20140929/e6756152-8c1b-4c49-8ab9-1349621d6d98_thumbcrop.jpg,"6869 Forrer Street, Detroit, MI 48228, USA",42.342433,-83.200084,9
1400,2,4,http://auctions.buildingdetroit.org/Listing/Details/680417/5842-Amherst,/Listing/Details/680417/5842-Amherst,"$1,000 ",1000,8/29/2014,5842 Amherst,"5842 Amherst, Detroit, MI",Content/listingImages/20140826/653ab415-916a-4a68-966d-fcf980a96416_thumbcrop.jpg,"5842 Amherst Street, Detroit, MI 48209, USA",42.311439,-83.100712,9
